item_id,sku,title,price,score,treatment,word_count,title_coverage_pct,aspect_hits,aspect_total,has_bullets,has_heading,has_schema,keyword_in_intro,is_duplicate,dup_group_size,issues
254735959828,MCN-AQUASEAL-PARENT,"GEAR AID Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear",16.83,100,ok,312,100,5,5,yes,yes,yes,yes,no,1,
254735968039,MCN-TENACIOUSTAPE-PARENT-AMZ,"GEAR AID Tenacious Tape Ripstop Nylon Repair Tape for Fabric and Vinyl, 3"" x 20""",23.67,91,ok,356,100,2,5,yes,yes,yes,yes,no,1,
254735978393,MCN-FSABRA-1OZ-CLR-PARENT,"GEAR AID Aquaseal SR Shoe and Boot Repair Adhesive, Clear Glue, 1 oz",16.83,94,ok,298,100,3,5,yes,yes,yes,yes,no,1,
254847472929,MCN-SCNRKFDGWPAB-2OZ-BLCK,"GEAR AID Aquaseal NEO Contact Cement for Neoprene and Wetsuit Repair, 1.5 fl oz",15.25,94,ok,258,100,3,5,yes,yes,yes,yes,no,1,
254913999821,SON-7DCFFS6DG-6PC-7E-RD,"Diamond Coated Flat File Set 6 Different Grits 7""",15.25,90,ok,238,100,2,6,yes,yes,yes,yes,no,1,
255033244446,SON-CKK12ITSHSR-12E-SLVR,"Chefs Kitchen Home Knife Sharpening T13 Steel Rod Industrial Grade - 12 inch",11.57,88,ok,199,100,1,6,yes,yes,yes,yes,no,1,"thin (<200 words)"
255290973091,SON-GOLDSANDSCOOP-BLACK-HPNR,"SE GP3-SS20 Black Prospector's Choice Plastic Sand Scoop For Metal Detecting",19.99,90,ok,327,100,2,6,yes,yes,yes,yes,no,1,
255343573163,SON-GOLDMAT-GP-SB35-MAT-AMZ-HPN,"SE GP-SB35-MAT Prospector's Choice 10""x27"" Trimmable Riffled Sluice Box Matting",39.99,85,tier2_tweak,291,100,0,2,yes,yes,yes,yes,no,1,"no key aspects mentioned"
255353500529,MCN-GARDWR-169OZ-36226,"GEAR AID Revivex Durable Water Repellent (DWR) Spray for Reproofing Jackets",27.36,97,ok,356,100,4,5,yes,yes,yes,yes,no,1,
255457181082,MCN-SEAMGRIPWP-PARENT,"GEAR AID Seam Grip Waterproof Sealant Adhesive for Tents, Outdoors, Clear, 1 oz",17.36,93,ok,332,100,3,6,yes,yes,yes,yes,no,1,
255682695078,SON-AO8IBGRGTGP-8-GREEN,"Green 8 Inch Gold Mining Pan for Gold Prospecting 2 Riffle Types",10.53,95,ok,238,100,2,3,yes,yes,yes,yes,no,1,
256012360865,MCN-MMESC4OZNCB,"GEAR AID Aquaseal NEO Contact Cement for Neoprene and Wetsuit Repair, 4 fl oz",23.15,93,ok,257,100,2,4,yes,yes,yes,yes,no,1,
256016084770,MCN-ZIPPER-LUBE-91120,"GEAR AID Zipper Wax and Lubricant Stick for Drysuits and Wetsuits, 4.5g",14.20,91,ok,241,100,2,5,yes,yes,yes,yes,no,1,
256110410273,MCN-MGAIWS,"GEAR AID Revivex Instant Waterproofing Spray, Tents, Shoes, Outdoor Fabric, 5 oz",17.36,100,ok,264,100,2,2,yes,yes,yes,yes,no,1,
256201111293,MCN-GARDWP10OZ-10OZ-CLR-3,"GEAR AID Revivex Durable Water Repellent Spray for Reproofing Jackets, 10.5 oz",22.09,89,ok,358,100,1,4,yes,yes,yes,yes,no,1,
256224656914,SON-GRCSS30HPSI-6-GRN-1,"Gold Rush Sifting Classifier Sieve Mini 6 Inch Prospect Pan 30 Holes per Sq Inch",13.67,90,tier2_tweak,242,100,2,3,yes,yes,yes,no,no,1,"no keyword in intro"
256249413299,MCN-CAMOFORM-EBAY2-PARENT,"GEAR AID Camo Form Self-Cling Reusable Camouflage Wrap 2"" x 144"", Various Colors",24.20,91,ok,316,100,2,5,yes,yes,yes,yes,no,1,
256264332056,MCN-GAMEAACCRA-3PC-SML-CLR-PARENT,"GEAR AID Aquaseal FD Flexible Durable Repair Adhesive, Cure Accelerator, 0.75 oz",23.15,97,ok,322,100,4,5,yes,yes,yes,yes,no,1,
256277420435,SON-AO8IBGRGTGP-8-BLCK1,"Black 8 Inch Gold Mining Pan for Gold Prospecting 2 Riffle Types",10.52,95,ok,240,100,2,3,yes,yes,yes,yes,no,1,
256329855168,SON-AO14IBGRGTGP-12-BL,"Blue 14 Inch Gold Mining Pan for Gold Prospecting 2 Riffle Types",15.26,100,ok,240,100,2,2,yes,yes,yes,yes,no,1,
256376275265,MCN-SEAMGRIP-REPAIRKIT-PARENT,"GEAR AID Seam Grip WP Field Repair Kit for Tents and Outdoor Gear, Clear 0.25 oz",17.88,88,ok,326,100,1,5,yes,yes,yes,yes,no,1,
256378769153,SON-SLINGSHOT-2PC,"Wrist Brace Slingshot with Adjustable Iron Frame - Ammo Included",16.83,87,ok,193,100,1,5,yes,yes,yes,yes,no,1,"thin (<200 words)"
256380454290,MCN-NIGLO-PARENT,"GEAR AID Ni Glo 2"" Glowing Keychain for Camping, SCUBA, Fishing, Multi Colors",14.73,87,ok,366,100,1,8,yes,yes,yes,yes,no,1,
256443890038,SON-AO14IBGRGTGP-12-BLCK,"Black 14 Inch Gold Mining Pan for Gold Prospecting 2 Riffle Types",15.26,100,ok,240,100,2,2,yes,yes,yes,yes,no,1,
256444840061,ASR-MEDIUMSIZECARABINERSKEEP,"Aluminum Colored Carabiner Key Chain Spring Clip Medium Size Assorted Colors 6pk",10.52,61,copy_rewrite,122,42,0,4,yes,yes,yes,yes,no,1,"thin (<200 words); low title-keyword coverage (42%); no key aspects mentioned"
256446183294,MET-AIDREVIVEXWATERPROOFING-COMBOKIT-2,"Gear Aid Revivex Durable Water Proofing Pro Cleaner Combo Kit 10oz",29.46,93,ok,234,100,2,4,yes,yes,yes,yes,no,1,
256446183296,SON-GRCSS20HPSI-6-GRN-HPNR,"SE GP4-20 5.5"" Mini Stackable Sifting Pan, 20 Holes/Square Inch",13.67,85,tier2_tweak,241,100,0,2,yes,yes,yes,yes,no,1,"no key aspects mentioned"
256446183297,MCN-MTRFT-3X20E-PARENT,"GEAR AID Tenacious Tape Reflective, Jackets, Outdoor Gear, 3"" x 20"", Silver",16.83,93,ok,268,100,3,6,yes,yes,yes,yes,no,1,
256446183331,MCN-GARVXPC-DWP169OZ-BNDL-AMZ,"GEAR AID Care Kit with Revivex Pro Cleaner & 16oz Durable Water Repellent Spray",36.83,96,ok,397,100,3,4,yes,yes,yes,yes,no,1,
256446183341,MCN-GARPC10OZ-10OZ-36299,"GEAR AID Revivex Pro Cleaner for GORE-TEX Jackets, Tents, Outdoor Gear, 10 fl oz",17.88,89,ok,274,100,1,4,yes,yes,yes,yes,no,1,
