item_id,position,src,alt,alt_status,http_status,broken
124304800806,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/classifiers/Sifter1.jpg,"Responsive image",generic,200,no
124443107633,0,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
124517978099,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/classifiers/6-pc-pans.jpg,"Responsive image",generic,200,no
124544488500,0,https://s3.amazonaws.com/DOWS_products/1000x1000/camping_outdoors/repair/gear_aid_10440_main.jpg,"Responsive image",generic,200,no
124544488500,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
124544600002,0,https://s3.amazonaws.com/DOWS_photobucket/dealsonly/Sona/14pcwatchkeyset2.jpg,"Responsive image",generic,200,no
124786190120,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/gear_repair/gear_aid_10190_main.jpg,"Responsive image",generic,200,no
124786190120,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
125331859464,0,https://s3.amazonaws.com/DOWS_products/1000x1000/goldProducts/ASRO_5pc_3oz_paydirt_kit_updated_2023.jpg,"Responsive image",generic,200,no
125331879646,0,https://s3.amazonaws.com/DOWS_products/1000x1000/goldProducts/ASRO_5pc_3oz_paydirt_kit_updated_2023_black.jpg,"Responsive image",generic,200,no
125333139233,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/14_pc_tweezer_set_main.jpg,"Responsive image",generic,200,no
125333139233,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
125427420003,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/gold_kit_11pc_2.jpg,"Responsive image",generic,200,no
125427420003,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
125642527424,0,https://s3.amazonaws.com/DOWS_products/1000x1000/SON-GOLDRUSHBEGINNERS-5PC-PARENT_kit_green_main_jpg-2.jpg,"Responsive image",generic,200,no
125770812748,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/camping_hiking/blb1.jpg,"Responsive image",generic,200,no
125770812748,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
125999834797,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/survival_kits/CRB_ceramic_razor_blade_detail_04-1.jpg,"Responsive image",generic,200,no
125999834797,1,https://secureimages.channeladvisor.com/images/channeladvisor/channeladvisor_poweredby-en.gif,,missing,200,no
126006383264,0,https://s3.amazonaws.com/DOWS_products/1000x1000/sports_outdoors/gold_panning/GP-PK151_Magnetic_Prospectors_Pick_Main_PL.jpg,"Responsive image",generic,200,no
