timestamp,item_id,ack,errors,title_changed
2026-07-14T21:27:24+00:00,126097498290,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:27:28+00:00,126099617598,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:27:31+00:00,126112000074,Success,,false
2026-07-14T21:27:33+00:00,126113669997,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:27:35+00:00,126115129678,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:27:39+00:00,126145377750,Success,,false
2026-07-14T21:27:43+00:00,126165743707,Success,,false
2026-07-14T21:27:45+00:00,126240080796,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:27:48+00:00,126246015049,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:27:50+00:00,126261745604,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:27:54+00:00,126273747000,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:28:00+00:00,126300556081,Success,,false
2026-07-14T21:28:04+00:00,126318905098,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Discounted pricing will not be applied to this item.: Discounted pricing will not be applied to this item. The item does not qualify for discounted pricing. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
2026-07-14T21:28:08+00:00,126319915613,Warning,"[Warning] Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns.: Seller has opted into business policies. Please use policy IDs rather than legacy fields for Shipping, Payments or Returns or new policies may be automatically created seller's behalf. | [Warning] Return information mapped to new business policy 30 Day Money Back Return.: Your selected return policy had deprecated information. A new or different policy 30 Day Money Back Return was mapped in its place.",false
